train 55472 frames / 1620 episodes; val 6148 frames
params: 30.381M
{'step': 100, 'loss': 1.39311652302742, 'lr': 1e-05, 'gn': 3.478675603866577, 'it_s': 1.1821524731428592}
{'step': 200, 'loss': 0.5663006916642189, 'lr': 2e-05, 'gn': 2.8537333011627197, 'it_s': 1.1809344085763498}
{'step': 300, 'loss': 0.4701485511660576, 'lr': 3e-05, 'gn': 3.565732479095459, 'it_s': 1.1793330024797468}
{'step': 400, 'loss': 0.40033386707305907, 'lr': 4e-05, 'gn': 2.9334959983825684, 'it_s': 1.177984915852934}
{'step': 500, 'loss': 0.35502851873636243, 'lr': 5e-05, 'gn': 3.6361429691314697, 'it_s': 1.176922945838753}
{'step': 600, 'loss': 0.3248302531242371, 'lr': 6e-05, 'gn': 2.539201021194458, 'it_s': 1.176760373073033}
{'step': 700, 'loss': 0.2906609690189362, 'lr': 7.000000000000001e-05, 'gn': 2.1861793994903564, 'it_s': 1.1776682385685942}
{'step': 800, 'loss': 0.25691081866621973, 'lr': 8e-05, 'gn': 1.746701717376709, 'it_s': 1.1774230072208982}
{'step': 900, 'loss': 0.23704666167497634, 'lr': 9e-05, 'gn': 1.2649283409118652, 'it_s': 1.1782323189975756}
{'step': 1000, 'loss': 0.21631411850452423, 'lr': 0.0001, 'gn': 1.6771783828735352, 'it_s': 1.1784084466715983}
  val 0.5215
{'step': 1100, 'loss': 0.20964104279875756, 'lr': 9.999807902665156e-05, 'gn': 1.3805146217346191, 'it_s': 1.1742691693398024}
{'step': 1200, 'loss': 0.18925203129649162, 'lr': 9.999231627061237e-05, 'gn': 1.6897878646850586, 'it_s': 1.1764799936841799}
{'step': 1300, 'loss': 0.16872049614787102, 'lr': 9.998271222388693e-05, 'gn': 1.116374135017395, 'it_s': 1.176371484659879}
{'step': 1400, 'loss': 0.14489487014710903, 'lr': 9.996926770643604e-05, 'gn': 1.7152646780014038, 'it_s': 1.177056440754149}
{'step': 1500, 'loss': 0.12600984193384648, 'lr': 9.995198386610677e-05, 'gn': 1.0788195133209229, 'it_s': 1.1781065046175974}
{'step': 1600, 'loss': 0.1114804257452488, 'lr': 9.993086217853453e-05, 'gn': 1.1025291681289673, 'it_s': 1.1782324340288644}
{'step': 1700, 'loss': 0.10330907210707664, 'lr': 9.990590444701708e-05, 'gn': 0.8624007701873779, 'it_s': 1.178821801583353}
{'step': 1800, 'loss': 0.0961333242803812, 'lr': 9.987711280236048e-05, 'gn': 0.7946876883506775, 'it_s': 1.1784968216940295}
{'step': 1900, 'loss': 0.09222810994833708, 'lr': 9.984448970269726e-05, 'gn': 0.9144349098205566, 'it_s': 1.1779100876287878}
{'step': 2000, 'loss': 0.09037096697837115, 'lr': 9.980803793327656e-05, 'gn': 0.8816525340080261, 'it_s': 1.1772882780796217}
  val 0.1806
{'step': 2100, 'loss': 0.0827934455499053, 'lr': 9.976776060622626e-05, 'gn': 0.9534212946891785, 'it_s': 1.1744336095165886}
{'step': 2200, 'loss': 0.08418854068964719, 'lr': 9.972366116028733e-05, 'gn': 0.7302519679069519, 'it_s': 1.1741333165187817}
{'step': 2300, 'loss': 0.07822807814925908, 'lr': 9.967574336052022e-05, 'gn': 0.8852052688598633, 'it_s': 1.1736654075184658}
{'step': 2400, 'loss': 0.07696488827466964, 'lr': 9.962401129798343e-05, 'gn': 0.8936030268669128, 'it_s': 1.1733164892976091}
{'step': 2500, 'loss': 0.0738895534351468, 'lr': 9.956846938938423e-05, 'gn': 0.8804240226745605, 'it_s': 1.173157019345908}
{'step': 2600, 'loss': 0.07149437323212623, 'lr': 9.950912237670157e-05, 'gn': 0.73790442943573, 'it_s': 1.172758815847931}
