train 55472 frames / 1620 episodes; val 6148 frames
params: 30.381M
{'step': 100, 'loss': 1.603731272816658, 'lr': 1e-05, 'gn': 2.9984238147735596, 'it_s': 1.190246092753399}
{'step': 200, 'loss': 0.7088064157962799, 'lr': 2e-05, 'gn': 2.0842320919036865, 'it_s': 1.1858946268808555}
{'step': 300, 'loss': 0.5788219487667083, 'lr': 3e-05, 'gn': 3.9826884269714355, 'it_s': 1.1815449824033288}
{'step': 400, 'loss': 0.48328356236219405, 'lr': 4e-05, 'gn': 4.4116129875183105, 'it_s': 1.1783513826029792}
{'step': 500, 'loss': 0.42648188054561614, 'lr': 5e-05, 'gn': 3.2607438564300537, 'it_s': 1.1767547992062601}
{'step': 600, 'loss': 0.38440818756818773, 'lr': 6e-05, 'gn': 2.5472583770751953, 'it_s': 1.1778402381187838}
{'step': 700, 'loss': 0.3590147310495377, 'lr': 7.000000000000001e-05, 'gn': 2.728604555130005, 'it_s': 1.176239373675492}
{'step': 800, 'loss': 0.3207686612010002, 'lr': 8e-05, 'gn': 2.077535390853882, 'it_s': 1.1753511936245151}
{'step': 900, 'loss': 0.28822984531521795, 'lr': 9e-05, 'gn': 1.393221139907837, 'it_s': 1.1756591829729748}
{'step': 1000, 'loss': 0.2326924054324627, 'lr': 0.0001, 'gn': 1.7990847826004028, 'it_s': 1.177014649639729}
  val 0.5947
{'step': 1100, 'loss': 0.2028535783290863, 'lr': 9.999807902665156e-05, 'gn': 1.9065196514129639, 'it_s': 1.1720298021511752}
{'step': 1200, 'loss': 0.1716433720290661, 'lr': 9.999231627061237e-05, 'gn': 1.558946132659912, 'it_s': 1.1717626728448243}
{'step': 1300, 'loss': 0.14910436145961284, 'lr': 9.998271222388693e-05, 'gn': 1.1544246673583984, 'it_s': 1.1724857704032194}
{'step': 1400, 'loss': 0.13609208352863789, 'lr': 9.996926770643604e-05, 'gn': 1.1522351503372192, 'it_s': 1.1742280811187}
{'step': 1500, 'loss': 0.12652027197182178, 'lr': 9.995198386610677e-05, 'gn': 1.0985465049743652, 'it_s': 1.1753687225012128}
{'step': 1600, 'loss': 0.11850333310663701, 'lr': 9.993086217853453e-05, 'gn': 1.1347593069076538, 'it_s': 1.1761526539578022}
{'step': 1700, 'loss': 0.11158087477087975, 'lr': 9.990590444701708e-05, 'gn': 1.1243878602981567, 'it_s': 1.17689630991026}
{'step': 1800, 'loss': 0.10682485826313495, 'lr': 9.987711280236048e-05, 'gn': 0.8442542552947998, 'it_s': 1.1785371244214113}
{'step': 1900, 'loss': 0.10024515818804502, 'lr': 9.984448970269726e-05, 'gn': 1.0622743368148804, 'it_s': 1.1792679740947687}
{'step': 2000, 'loss': 0.09669035978615284, 'lr': 9.980803793327656e-05, 'gn': 0.9862157702445984, 'it_s': 1.179214556866219}
  val 0.1978
{'step': 2100, 'loss': 0.08968206781893968, 'lr': 9.976776060622626e-05, 'gn': 0.8325632810592651, 'it_s': 1.1775258692174755}
{'step': 2200, 'loss': 0.09177400305867195, 'lr': 9.972366116028733e-05, 'gn': 0.8591540455818176, 'it_s': 1.1778870496142682}
{'step': 2300, 'loss': 0.08711557600647211, 'lr': 9.967574336052022e-05, 'gn': 0.987362802028656, 'it_s': 1.178417478297837}
{'step': 2400, 'loss': 0.08363594248890877, 'lr': 9.962401129798343e-05, 'gn': 0.8046802878379822, 'it_s': 1.1788231052888833}
{'step': 2500, 'loss': 0.08309204507619143, 'lr': 9.956846938938423e-05, 'gn': 0.9414999485015869, 'it_s': 1.179235553213068}
